,工作名称,工作城市,工作地点,工作公司,工作薪资,最大薪资(K),最小薪资(K),平均工资(K),工作学历,工作标签,工作经验,招聘详情页链接
3293,爬虫工程师,重庆,重庆,领工云商,8-10K,10,8,9.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/3a9f614b347193381Hd63ty8.html
3294,高级Python后端开发工程师,重庆,重庆·渝北区·黄泥塝,洞见信息,8-13K·14薪,13,8,10.5,大专,信息安全,1-3年,https://www.zhipin.com/gongsi/0488036ef1544c9e1nF529-4FA~~.html
3295,爬虫工程师,重庆,重庆,动脉网,7-10K,10,7,8.5,本科,医疗健康,1-3年,https://www.zhipin.com/gongsi/e30c7db8d040252d1HV_2Ny9.html
3296,Python开发工程师,重庆,重庆·江北区·观音桥,搜行科技,5-8K,8,5,6.5,本科,电子商务,经验不限,https://www.zhipin.com/gongsi/45adcf4464aa91501Xd53Nq_Fw~~.html
3297,运营开发工程师（CSIG全资子公司）,重庆,重庆·渝北区·新牌坊,腾讯,12-24K·16薪,24,12,18.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
3298,python数据工程师,重庆,重庆·渝北区·光电园,数宜信,10-15K,15,10,12.5,本科,互联网,1-3年,https://www.zhipin.com/gongsi/3698a950890be4a33ndz2tq_FA~~.html
3299,全栈工程师,重庆,重庆·南岸区·长生桥,盛海科技,10-15K,15,10,12.5,本科,电子/半导体/集成电路,3-5年,https://www.zhipin.com/gongsi/5fa08e6c4928c22b1HF40ti1GQ~~.html
3300,Python后台开发工程师（CSIG全资子公司）,重庆,重庆·渝北区·新牌坊,腾讯,12-24K·16薪,24,12,18.0,本科,互联网,1-3年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
3301,腾讯云后台开发工程师（重庆子公司）,重庆,重庆·渝北区·新牌坊,腾讯,18-35K,35,18,26.5,本科,互联网,经验不限,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
3302,云计算研发工程师,重庆,重庆·渝北区·黄泥塝,洞见信息,8-12K,12,8,10.0,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/0488036ef1544c9e1nF529-4FA~~.html
3303,Python,海口,海口·琼山区·国兴,厚溥教育科技,8-12K,12,8,10.0,大专,在线教育,1-3年,https://www.zhipin.com/gongsi/b71dd75942f802570nd-3dS8.html
3304,python开发工程师,海口,海口·龙华区·金贸,浩鲸科技,12-18K·13薪,18,12,15.0,本科,通信/网络设备,3-5年,https://www.zhipin.com/gongsi/f1c8705fd4f0f0e51XR93t2-.html
3305,Python后端-海口,海口,海口·龙华区·金贸,煜象科技,11-17K,17,11,14.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/62de8bda72213b2b1nZ72N68FVc~.html
3306,python软件开发工程师,海口,海口·美兰区·灵山镇,沪能新能源,8-10K,10,8,9.0,本科,4S店/后市场,1-3年,https://www.zhipin.com/gongsi/fe0eee0ab5f152010Hd40tq9Fw~~.html
3307,python工程师,海口,海口·美兰区·海甸,文鸣,10-15K·16薪,15,10,12.5,不限,互联网金融,1-3年,https://www.zhipin.com/gongsi/cf88ef711be9d04c1nV629S_GFM~.html
3308,量化交易开发工程师,海口,海口·美兰区·海甸,文鸣,10-15K·16薪,15,10,12.5,不限,互联网金融,1-3年,https://www.zhipin.com/gongsi/cf88ef711be9d04c1nV629S_GFM~.html
3309,RPA实施开发工程师,海口,海口·龙华区·滨涯路,奔腾达,6-10K,10,6,8.0,大专,计算机服务,1-3年,https://www.zhipin.com/gongsi/02e2d2853c61f1701H1z0969.html
3310,自动驾驶场景开发python工程师（海口）,海口,海口·龙华区·金贸,苏州智行众维,8-13K,13,8,10.5,本科,汽车零部件,经验不限,https://www.zhipin.com/gongsi/0783ef17981c9e3d1nd72tm-F1U~.html
3311,Python老师,海口,海口·秀英区·西海岸,智梅莉教育,4-8K,8,4,6.0,本科,培训机构,经验不限,https://www.zhipin.com/gongsi/f0f3c666a54eee010HV739m1Fg~~.html
3312,Python开发工程师,海口,海口·秀英区·西海岸,海南欣川科技有限公司,7-10K,10,7,8.5,本科,游戏,1-3年,https://www.zhipin.com/gongsi/f6fa5c69481500e81nF42t66EVE~.html
3313,Python开发工程师,海口,海口·龙华区·金贸,松鼠科技,8-13K·13薪,13,8,10.5,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/72c78616529aa4dd1nZ93NS-Fls~.html
3314,Python开发工程师,海口,海口·美兰区·国兴,快停科技,5-10K,10,5,7.5,本科,互联网,1-3年,https://www.zhipin.com/gongsi/9eb5b8fd46a0858a1nVy0tS6E1c~.html
3315,Odoo开发工程师,海口,海口·龙华区·金盘,慧定聚能,5-9K,9,5,7.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/9943adc59ab4c1d21nF72N29FFI~.html
3316,Python后端开发工程师,海口,海口·龙华区·金盘,慧定聚能,5-9K,9,5,7.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/9943adc59ab4c1d21nF72N29FFI~.html
3317,Python,海口,海口·秀英区·西海岸,博佳佳智科技,5-10K,10,5,7.5,大专,培训机构,经验不限,https://www.zhipin.com/gongsi/3815f6bbab3ca4cc1nVz2t20EVA~.html
3318,Python开发工程师,海口,海口·秀英区·西海岸,海南欣川科技有限公司,7-10K,10,7,8.5,本科,游戏,1-3年,https://www.zhipin.com/gongsi/f6fa5c69481500e81nF42t66EVE~.html
3319,Python后端开发工程师,海口,海口·秀英区·西海岸,造梦空间,3-4K,4,3,3.5,本科,培训机构,1-3年,https://www.zhipin.com/gongsi/5802c8ae9996378e03Z42Nu7EA~~.html
3320,JavaScript,海口,海口·美兰区·国兴,全通智能,3-6K,6,3,4.5,大专,计算机软件,经验不限,https://www.zhipin.com/gongsi/d7c856c374c6373e0XN92di4Fw~~.html
3321,Python 讲师,海口,海口·美兰区·海甸,搭搭乐科技,4-9K,9,4,6.5,本科,培训机构,1年以内,https://www.zhipin.com/gongsi/4946a1da8c9c65e203F829i4GA~~.html
3322,Python编程老师,海口,海口·秀英区·西海岸,红旭儿童俱乐部,3-7K,7,3,5.0,大专,其他专业服务,经验不限,https://www.zhipin.com/gongsi/714ec07d5ab746d20XJ60tu-Fg~~.html
3323,爬虫工程师,海口,海口·美兰区·国兴,聚合易达,5-10K,10,5,7.5,大专,贸易/进出口,1-3年,https://www.zhipin.com/gongsi/6a453446ba0395de1nN73NW4ElI~.html
3324,python工程师,海口,海口·美兰区·白龙,文鸣,8-10K,10,8,9.0,本科,互联网金融,1-3年,https://www.zhipin.com/gongsi/cf88ef711be9d04c1nV629S_GFM~.html
3325,软件工程师-合肥,合肥,合肥·蜀山区·高新区,思科,17-25K·13薪,25,17,21.0,本科,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/bdba0c51d7aef6f51HZ60t-_.html
3326,python,合肥,合肥,华为,20-40K·14薪,40,20,30.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
3327,爬虫技术专家,合肥,合肥,大智慧,20-30K·14薪,30,20,25.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/1dcc1527f92c54581nRz2d61.html
3328,开发运维工程师,合肥,合肥·蜀山区·长宁,华米科技,15-30K,30,15,22.5,本科,智能硬件,3-5年,https://www.zhipin.com/gongsi/4d29bd5798436f171nF40w~~.html
3330,少儿编程讲师（python、C++、JAVA）-多家校区,合肥,合肥·蜀山区·新地中心,童程童美,8-12K,12,8,10.0,本科,在线教育,1年以内,https://www.zhipin.com/gongsi/1d45ca8ee664657b1nB80920Eg~~.html
3331,Python开发工程师,合肥,合肥·瑶海区·长淮,百胜软件安徽星联,8-12K·13薪,12,8,10.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/06462ac274ae145e0X1409q1.html
3332,Python,合肥,合肥,卫宁健康,10-15K·14薪,15,10,12.5,本科,医疗健康,3-5年,https://www.zhipin.com/gongsi/d21dbe37be1e5cd71HR939i8.html
3333,合肥Python软件开发工程师（异地招聘）,合肥,合肥·庐阳区·蒙城北路,华为,15-30K·14薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
3334,Python开发工程师,合肥,合肥·蜀山区·五里墩,卫宁健康,9-14K·14薪,14,9,11.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/58ab1151ccc966961XF42tq_.html
3335,爬虫工程师（5名）,合肥,合肥·蜀山区·望江东路,大智慧,12-20K·14薪,20,12,16.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/1dcc1527f92c54581nRz2d61.html
3336,Python开发工程师,合肥,合肥,科大国创软件,8-13K·14薪,13,8,10.5,硕士,计算机软件,1年以内,https://www.zhipin.com/gongsi/764cc84be420c0fb1XF53dS0GQ~~.html
3337,爬虫高级工程师数据采集高级工程师,合肥,合肥·蜀山区·高新区,安徽峰极未来,15-25K·13薪,25,15,20.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/450cd294ea66b6d433F829y0GA~~.html
3338,大数据开发工程师,合肥,合肥·蜀山区·高新区,观安信息,12-18K,18,12,15.0,本科,信息安全,1-3年,https://www.zhipin.com/gongsi/ca0af700ac283fed1nN-3Nu-GA~~.html
3339,软件开发工程师+12-20K,合肥,合肥,合趣科技,12-20K,20,12,16.0,本科,电子商务,3-5年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3340,python爬虫工程师,合肥,合肥·蜀山区·荷叶地,江湖科技IJH,14-17K,17,14,15.5,大专,移动互联网,1-3年,https://www.zhipin.com/gongsi/bdafe0eeba2610b70nZy0967.html
3341,Python爬虫,合肥,合肥·蜀山区·高新区,壹零贰肆加科技,8-13K,13,8,10.5,大专,数据服务,1-3年,https://www.zhipin.com/gongsi/fbbf17fb73148b6a1nZ90ti7E1U~.html
3342,人工智能应用工程师,合肥,合肥·蜀山区·大铺头,爻和智能,6-10K·13薪,10,6,8.0,不限,移动互联网,经验不限,https://www.zhipin.com/gongsi/caba807008c320751Xdz2d25FA~~.html
3343,Python工程师,合肥,合肥,赛达科技信息安全,9-12K,12,9,10.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/3b6f2c9530aecda40nV439u6.html
3344,RPA实施工程师,合肥,合肥·庐江县·文明商城,数字天堂,8-13K,13,8,10.5,大专,移动互联网,1年以内,https://www.zhipin.com/gongsi/dd656d5507f6f3f41nV_2d6-GQ~~.html
3345,Python工程师,合肥,合肥,立卓智能电网,10-15K,15,10,12.5,本科,仪器仪表/工业自动化,1-3年,https://www.zhipin.com/gongsi/f7833c76716dde601nNz2NS0GQ~~.html
3346,数据抓取工程师,合肥,合肥·蜀山区·望江东路,大智慧,10-15K·14薪,15,10,12.5,本科,互联网,1-3年,https://www.zhipin.com/gongsi/1dcc1527f92c54581nRz2d61.html
3347,爬虫工程师,合肥,合肥·蜀山区·高新区,商信政通,7-11K·14薪,11,7,9.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/ea5109927a5f3c8f1nd909y-FA~~.html
3348,python开发工程师,合肥,合肥·蜀山区·经开区,中碳能投,10-15K·13薪,15,10,12.5,本科,企业服务,1-3年,https://www.zhipin.com/gongsi/97e11ca54293a9d533J72ti-.html
3349,Python后端开发工程师,合肥,合肥·蜀山区·桃花,合趣科技,13-20K,20,13,16.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3350,人工智能应用助理工程师,合肥,合肥·蜀山区·大铺头,爻和智能,1-5K·13薪,5,1,3.0,不限,移动互联网,经验不限,https://www.zhipin.com/gongsi/caba807008c320751Xdz2d25FA~~.html
3351,爬虫工程师,合肥,合肥·蜀山区·井岗,壹零贰肆加科技,9-14K·13薪,14,9,11.5,本科,数据服务,3-5年,https://www.zhipin.com/gongsi/fbbf17fb73148b6a1nZ90ti7E1U~.html
3352,爬虫开发工程师,合肥,合肥·包河区·方兴,安徽徽云,15-22K,22,15,18.5,大专,移动互联网,3-5年,https://www.zhipin.com/gongsi/7ec8211f3b5b3d8f031909-0EA~~.html
3353,Python,合肥,合肥·包河区·望江东路,华为,15-30K,30,15,22.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
3354,后端工程师,合肥,合肥·蜀山区·新地中心,Weavi,20-40K,40,20,30.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/3bed2accc8be7a101Hx92Nu0GA~~.html
3355,Python开发工程师,合肥,合肥·蜀山区·高新区,本源量子,11-20K·14薪,20,11,15.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/2f6835cdc91ff24503Z52N6-FQ~~.html
3356,Python开发工程师,合肥,合肥·蜀山区·高新区,太极计算机,12-20K,20,12,16.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/c7c056d39e97bc741nF739W4GFs~.html
3357,高级软件开发工程师,合肥,合肥·蜀山区·井岗,晖吉软件,16-20K·13薪,20,16,18.0,本科,计算机软件,5-10年,https://www.zhipin.com/gongsi/ed9ba589a0d20f4c0Xx83968FA~~.html
3358,Python开发组长,合肥,合肥·蜀山区·井岗,智博天下,12-18K,18,12,15.0,本科,通信/网络设备,3-5年,https://www.zhipin.com/gongsi/92b6d367ad5db08f0nJ72du5.html
3359,Python高级工程师_合肥,合肥,合肥·蜀山区·高新区,文因互联,11-18K,18,11,14.5,本科,互联网,3-5年,https://www.zhipin.com/gongsi/0c7a02e7531aa6851XJy09U~.html
3360,Python开发工程师（高算方向）,合肥,合肥·蜀山区·高新区,润宇科技,15-20K·13薪,20,15,17.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/1f352b10017ba9920XZz2dS8Ew~~.html
3361,Python后端开发工程师,合肥,合肥·蜀山区·桃花,合趣科技,13-20K,20,13,16.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3362,人工智能讲师,合肥,合肥,安徽新华电脑,8-10K·13薪,10,8,9.0,大专,在线教育,1-3年,https://www.zhipin.com/gongsi/6c8f87c7bf53bc9b0Hd4096_.html
3363,软件开发工程师,合肥,合肥·蜀山区·高新区,拉塞特机器人科技,5-8K·13薪,8,5,6.5,大专,智能硬件,经验不限,https://www.zhipin.com/gongsi/559b33eb5818c9680XF83Nu_Ew~~.html
3364,python少儿编程讲师,合肥,合肥·庐阳区·三孝口,同源同码,6-7K,7,6,6.5,本科,互联网,3-5年,https://www.zhipin.com/gongsi/3b6540f391eae36803R529q8EQ~~.html
3365,Python开发工程师,合肥,合肥·蜀山区·海关路,融沃科技,7-12K,12,7,9.5,本科,移动互联网,1-3年,https://www.zhipin.com/gongsi/cc701800e381eba61nx839y_GA~~.html
3366,高级Python后端工程师,合肥,合肥·包河区·望江东路,莲芯文化,8-12K,12,8,10.0,大专,文化/体育/娱乐,1-3年,https://www.zhipin.com/gongsi/d6d7b064c9fc61720XB62N29Fg~~.html
3367,Python爬虫工程师,合肥,合肥·蜀山区·高新区,中徽科技,8-13K,13,8,10.5,本科,工程施工,经验不限,https://www.zhipin.com/gongsi/b49e461478bf34dd1Xx52dm4.html
3368,Python爬虫工程师,合肥,合肥·蜀山区·华润五彩城,融易算,4-9K,9,4,6.5,大专,企业服务,3-5年,https://www.zhipin.com/gongsi/fcb0208c9ae68c831XBz2Ny-GA~~.html
3369,Python工程师,合肥,合肥·瑶海区·长淮,合肥鑫山,8-11K·13薪,11,8,9.5,本科,企业服务,1-3年,https://www.zhipin.com/gongsi/22c886c83960e1581HJ92tu9.html
3370,软件工程师(J10120),合肥,合肥·包河区·常青,探境科技,8-13K·14薪,13,8,10.5,本科,智能硬件,1-3年,https://www.zhipin.com/gongsi/0daff47064a48ec91nd_2ti-Fw~~.html
3371,高级游戏服务器,合肥,合肥·蜀山区·桃花,君强宏远科技有限公司,15-18K,18,15,16.5,大专,互联网,1-3年,https://www.zhipin.com/gongsi/638742c0e817d3de1nxz3t-8EVQ~.html
3372,爬虫工程师+五险一金+滨湖区,合肥,合肥·包河区·滨湖世纪,中杰科技,8-12K·13薪,12,8,10.0,本科,信息安全,1-3年,https://www.zhipin.com/gongsi/357247219e5790051XR43d-5EQ~~.html
3373,高级软件工程师,合肥,合肥·蜀山区·荷叶地,医缘信息,10-15K,15,10,12.5,本科,其他专业服务,3-5年,https://www.zhipin.com/gongsi/934be2aa9c2aa75d03R409S9EA~~.html
3374,数据采集,合肥,合肥,安徽省优质采,5-10K·14薪,10,5,7.5,本科,互联网,经验不限,https://www.zhipin.com/gongsi/de01805f617ed5721Hdz3di_GA~~.html
3375,RPA工程师,合肥,合肥·蜀山区·海恒,向量数动,6-8K,8,6,7.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/0b16833a714583bc33F70tm9Eg~~.html
3376,python实习生,合肥,合肥·蜀山区·大学城,瑞之君,2-5K,5,2,3.5,本科,互联网,1年以内,https://www.zhipin.com/gongsi/0707a4a597580fed1Xd73di1Eg~~.html
3377,python开发工程师,合肥,合肥·蜀山区·高新区,马道,10-15K·13薪,15,10,12.5,本科,智能硬件,3-5年,https://www.zhipin.com/gongsi/9258121d8d903fda1XR-0tq4Fw~~.html
3378,技术工程师（软件开发与设计）,合肥,合肥,尚德建设集团,10-15K·13薪,15,10,12.5,本科,工程施工,1-3年,https://www.zhipin.com/gongsi/a08e338db1bf226b03N-09q4FA~~.html
3379,Python开发工程师,合肥,合肥·蜀山区·高新区,泛米智能,9-14K,14,9,11.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/050a55b637b681f91nB42968GA~~.html
3380,人工智能应用助理工程师,合肥,合肥·蜀山区·大铺头,爻和智能,1-5K·13薪,5,1,3.0,不限,移动互联网,经验不限,https://www.zhipin.com/gongsi/caba807008c320751Xdz2d25FA~~.html
3381,爬虫工程师,合肥,合肥·蜀山区·井岗,壹零贰肆加科技,9-14K·13薪,14,9,11.5,本科,数据服务,3-5年,https://www.zhipin.com/gongsi/fbbf17fb73148b6a1nZ90ti7E1U~.html
3382,数据抓取工程师,合肥,合肥·蜀山区·望江东路,大智慧,10-15K·14薪,15,10,12.5,本科,互联网,1-3年,https://www.zhipin.com/gongsi/1dcc1527f92c54581nRz2d61.html
3383,爬虫开发工程师,合肥,合肥,云掌财经,8-12K,12,8,10.0,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/9bb9567668f825f933d62d2_.html
3384,Python编程老师,合肥,合肥·包河区·方兴,极客慧君,5-10K,10,5,7.5,本科,培训机构,经验不限,https://www.zhipin.com/gongsi/a2841c14cef800071X162ti-FQ~~.html
3385,爬虫高级工程师数据采集高级工程师,合肥,合肥·蜀山区·高新区,安徽峰极未来,15-25K·13薪,25,15,20.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/450cd294ea66b6d433F829y0GA~~.html
3386,软件维护工程师,合肥,合肥·包河区·滨湖世纪,合肥弼锲,15-16K,16,15,15.5,硕士,互联网金融,3-5年,https://www.zhipin.com/gongsi/9a02b7dcb8ab54051nBz39y1GFE~.html
3387,少儿Python编程课程研发教师,合肥,合肥·蜀山区·经开区,糖豆人智慧教育,7-9K,9,7,8.0,本科,学术/科研,1-3年,https://www.zhipin.com/gongsi/94d0870503a04dcb1nZ42t60FFI~.html
3388,软件开发工程师,合肥,合肥·蜀山区·莲花,衡哲,8-10K,10,8,9.0,本科,批发/零售,3-5年,https://www.zhipin.com/gongsi/7d44f1a27456e40d1nd-2Ni6FlE~.html
3389,python开发工程师,合肥,合肥·蜀山区·五里墩,京本科技,8-13K·13薪,13,8,10.5,大专,电子商务,3-5年,https://www.zhipin.com/gongsi/d356e72240406fb51HN52Nq8FQ~~.html
3391,ODOO开发工程师,合肥,合肥·包河区·滨湖世纪,安徽小天才软件科...,10-15K·13薪,15,10,12.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/42b97f0d30df7caa1nF639q4GFo~.html
3392,Python工程师,合肥,合肥·蜀山区·明珠广场,茂亨科技,10-11K,11,10,10.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/d8a0c94fc21d791e1nR83t68Ew~~.html
3393,Python开发工程师,合肥,合肥·包河区·滨湖世纪,奇云易数,9-14K·15薪,14,9,11.5,大专,计算机软件,经验不限,https://www.zhipin.com/gongsi/721a79e52fe95e8f1nF73d68GFA~.html
3394,Python开发工程师,合肥,合肥·蜀山区·经开区,中碳能投,8-13K·13薪,13,8,10.5,本科,企业服务,1-3年,https://www.zhipin.com/gongsi/97e11ca54293a9d533J72ti-.html
3395,软件维护工程师,合肥,合肥·包河区·滨湖世纪,翰才,10-12K,12,10,11.0,硕士,互联网金融,经验不限,https://www.zhipin.com/gongsi/8c49d72abe0c4e4e1nB-3dm-FVU~.html
3396,Python,合肥,合肥·包河区·望江东路,华为,15-30K,30,15,22.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
3397,研发工程师,合肥,合肥·蜀山区·高新区,全芯智造,15-20K,20,15,17.5,硕士,电子/半导体/集成电路,在校/应届,https://www.zhipin.com/gongsi/e4330c1b34470e500XFy09-_GQ~~.html
3398,爬虫工程师,合肥,合肥·包河区·方兴,亿起说,11-20K·14薪,20,11,15.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/9d0da7145f61a65903Z90ti5Ew~~.html
3399,Python高级工程师,合肥,合肥·蜀山区·井岗,智博天下,15-19K·13薪,19,15,17.0,本科,通信/网络设备,3-5年,https://www.zhipin.com/gongsi/92b6d367ad5db08f0nJ72du5.html
3400,Python高级开发工程师_合肥,合肥,合肥·蜀山区·高新区,文因互联,11-18K·14薪,18,11,14.5,本科,互联网,3-5年,https://www.zhipin.com/gongsi/0c7a02e7531aa6851XJy09U~.html
3401,Python工程师,合肥,合肥·蜀山区·桃花,合趣科技,15-20K,20,15,17.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3402,Python开发工程师,合肥,合肥·蜀山区·大学城,中盛集团,10-15K,15,10,12.5,本科,环保,3-5年,https://www.zhipin.com/gongsi/9ef663f21700c82c0HVy0tS-Eg~~.html
3403,Python爬虫工程师,合肥,合肥,听海科技,7-12K·13薪,12,7,9.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/21a5a8ab5f08e27e0XF-3dq0GA~~.html
3404,Python,合肥,合肥·蜀山区·长宁,大旭智能,10-15K·14薪,15,10,12.5,本科,计算机服务,1-3年,https://www.zhipin.com/gongsi/1d4e1cb2a9014d131nd-29i7EFE~.html
3405,Python工程师,合肥,合肥·蜀山区·高新区,五域,8-12K,12,8,10.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/1143116147fe5ddd3nJ42dy7GQ~~.html
3406,数据维护工程师,合肥,合肥,中科类脑,4-6K,6,4,5.0,大专,互联网,1-3年,https://www.zhipin.com/gongsi/39a2d715dbec5d671XZ-3tS0GQ~~.html
3407,Python爬虫工程师,合肥,合肥·蜀山区·天玥中心,清朗信息科技有限公司,7-12K,12,7,9.5,本科,信息安全,1-3年,https://www.zhipin.com/gongsi/c0a60a06200732061n160ty5F1I~.html
3408,工具开发工程师,合肥,合肥·蜀山区·高新区,合宙通信,8-10K·16薪,10,8,9.0,本科,通信/网络设备,经验不限,https://www.zhipin.com/gongsi/305f08ae31d5c2f51nR82dm8FQ~~.html
3409,量化交易软件开发工程师,合肥,合肥·蜀山区·高新区,零对冲,15-20K,20,15,17.5,本科,投资/融资,3-5年,https://www.zhipin.com/gongsi/c1c50d2dc42d6df31nBz3dq7ElI~.html
3410,Python爬虫工程师,合肥,合肥·蜀山区·高新区,新睿,8-9K,9,8,8.5,本科,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/5d95437685677ba73nd-2N60Fg~~.html
3411,爬虫开发工程师,合肥,合肥·包河区·滨湖万达文化旅游城,芜湖众微,8-11K,11,8,9.5,本科,数据服务,3-5年,https://www.zhipin.com/gongsi/2c04ec23eb952c840nF-0t2-FA~~.html
3412,Python开发工程师,合肥,合肥·蜀山区·桃花,仑动科技,5-10K,10,5,7.5,不限,计算机软件,经验不限,https://www.zhipin.com/gongsi/68469b260a0b2b2d1XN-3dS9Eg~~.html
3413,后端开发运维,合肥,合肥·包河区·葛大店,掌拍科技,8-13K,13,8,10.5,大专,计算机服务,3-5年,https://www.zhipin.com/gongsi/8053222df31d204d0nV82Nu5GQ~~.html
3414,爬虫工程师,合肥,合肥·蜀山区·高新区,易知谷,8-12K,12,8,10.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/9bd1a8ca46bb88b51nV92Nm9GFU~.html
3415,Python软件开发工程师,合肥,合肥·包河区·工业园,宇呈数据,9-13K,13,9,11.0,大专,数据服务,1-3年,https://www.zhipin.com/gongsi/101e0cc808d09d021HJ-2t2_FQ~~.html
3416,python 全栈工程师,合肥,合肥·蜀山区·高新区,益安康,7-10K,10,7,8.5,本科,医疗设备/器械,经验不限,https://www.zhipin.com/gongsi/5d3c47805ae462050HR929q5GA~~.html
3417,Python爬虫工程师,合肥,合肥·蜀山区·荷叶地,江湖科技IJH,5-10K·13薪,10,5,7.5,不限,移动互联网,1年以内,https://www.zhipin.com/gongsi/bdafe0eeba2610b70nZy0967.html
3418,Python开发工程师（部署方向）,合肥,合肥·蜀山区·高新区,润宇科技,7-11K·13薪,11,7,9.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/1f352b10017ba9920XZz2dS8Ew~~.html
3419,爬虫工程师,合肥,合肥·包河区·滨湖世纪,中杰科技,8-11K·13薪,11,8,9.5,本科,信息安全,1-3年,https://www.zhipin.com/gongsi/357247219e5790051XR43d-5EQ~~.html
3420,Python工程师,合肥,合肥·瑶海区·长淮,合肥鑫山,10-15K,15,10,12.5,大专,企业服务,1-3年,https://www.zhipin.com/gongsi/22c886c83960e1581HJ92tu9.html
3421,Odoo开发工程师,合肥,合肥·蜀山区·高新区,泛米智能,10-15K,15,10,12.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/050a55b637b681f91nB42968GA~~.html
3422,Python开发工程师,合肥,合肥·包河区·滨湖世纪,科大国创软件,8-10K·14薪,10,8,9.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/764cc84be420c0fb1XF53dS0GQ~~.html
3423,Python工程师,合肥,合肥·蜀山区·井岗,壹零贰肆加科技,7-11K,11,7,9.0,本科,数据服务,1-3年,https://www.zhipin.com/gongsi/fbbf17fb73148b6a1nZ90ti7E1U~.html
3424,Python开发工程师,合肥,合肥·蜀山区·天乐,融沃科技,7-12K,12,7,9.5,本科,移动互联网,1-3年,https://www.zhipin.com/gongsi/cc701800e381eba61nx839y_GA~~.html
3426,Python工程师,合肥,合肥·包河区·桐城南路,知途信息,8-12K,12,8,10.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/ace84a9f9041b3cc1nd_0t2-FFU~.html
3427,Python开发工程师,合肥,合肥·包河区·方兴,安徽必海微,8-12K,12,8,10.0,大专,医疗设备/器械,1-3年,https://www.zhipin.com/gongsi/4cc4c3f854edb8a51nd52N6-EVs~.html
3428,Python开发,合肥,合肥·蜀山区·荷叶地,量客资本,9-15K,15,9,12.0,本科,互联网,1-3年,https://www.zhipin.com/gongsi/7600c22082034bf61nN52du1Fw~~.html
3429,Python开发工程师,合肥,合肥,上海易胜来,8-10K,10,8,9.0,本科,互联网,经验不限,https://www.zhipin.com/gongsi/d85815ec64546b371nB42Nu8FlE~.html
3430,Python,合肥,合肥·蜀山区·港澳广场,在仁教育科技有限公司,4-7K,7,4,5.5,本科,培训机构,1-3年,https://www.zhipin.com/gongsi/ed59693ce7e608451nVy0tS9F1A~.html
